OBJECTNUMMER;SidewalkID;Streetname;Segments;NetworkType;ComfortLevelCode;ComfortLevel;SpaceclaimCode;Spaceclaim;SpaceclaimAantal;SituationCode;Situation;WKT_LNG_LAT;WKT_LAT_LNG;LNG;LAT
2127;2127;"Stadhouderskade";"0007";"";"18";"1.8m";"FIETSREG|BROM|MEUBEL|GROEN|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Groen - Palen en masten - Straatmeubilair";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882131 52.361874,4.882187 52.361846,4.882383 52.36179,4.882467 52.361774,4.882698 52.361766,4.883544 52.361731,4.883972 52.361641,4.884463 52.361429)";"LINESTRING(52.361874 4.882131,52.361846 4.882187,52.36179 4.882383,52.361774 4.882467,52.361766 4.882698,52.361731 4.883544,52.361641 4.883972,52.361429 4.884463)";4.88329695;52.36165045
2128;2128;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882131 52.361874,4.881901 52.361972)";"LINESTRING(52.361874 4.882131,52.361972 4.881901)";4.88201595;52.3619232
2129;2129;"Stadhouderskade";"0008";"";"22";"2.2m";"OVERIG";"Overig";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881394 52.362204,4.881901 52.361972)";"LINESTRING(52.362204 4.881394,52.361972 4.881901)";4.88164735;52.36208915
2130;2130;"Stadhouderskade";"0009";"";"29";"2.9m";"BROM|MEUBEL|FIETSONREG|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Palen en masten - Straatmeubilair";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881158 52.363068,4.881179 52.362762,4.881394 52.362204)";"LINESTRING(52.363068 4.881158,52.362762 4.881179,52.362204 4.881394)";4.8812759;52.36263655
2131;2131;"Stadhouderskade";"0010";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.880862 52.363222,4.880563 52.363093,4.880389 52.363041,4.880233 52.363054,4.880141 52.363089)";"LINESTRING(52.363222 4.880862,52.363093 4.880563,52.363041 4.880389,52.363054 4.880233,52.363089 4.880141)";4.8805015;52.36313055
2132;2132;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881158 52.363068,4.880862 52.363222)";"LINESTRING(52.363068 4.881158,52.363222 4.880862)";4.88101005;52.3631439
2133;2133;"Stadhouderskade";"0011";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.878925 52.363965,4.879053 52.363803,4.879229 52.363679,4.879392 52.363583,4.879658 52.363431,4.879937 52.363229,4.880141 52.363089)";"LINESTRING(52.363965 4.878925,52.363803 4.879053,52.363679 4.879229,52.363583 4.879392,52.363431 4.879658,52.363229 4.879937,52.363089 4.880141)";4.8795328;52.3635273
2134;2134;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.878925 52.363965,4.878554 52.363876)";"LINESTRING(52.363965 4.878925,52.363876 4.878554)";4.87873935;52.3639202
2135;2135;"Pieter Cornelisz. Hooftstraat";"0001";"";"22";"2.2m";"FIETSREG|BROM|FIETSONREG|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882912 52.360909,4.884245 52.361266,4.884296 52.361298)";"LINESTRING(52.360909 4.882912,52.361266 4.884245,52.361298 4.884296)";4.88360405;52.36110305
2136;2136;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882912 52.360909,4.882735 52.360861)";"LINESTRING(52.360909 4.882912,52.360861 4.882735)";4.8828235;52.3608856
2137;2137;"Pieter Cornelisz. Hooftstraat";"0002";"";"22";"2.2m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877713 52.359502,4.880902 52.360358,4.881133 52.360423,4.882735 52.360861)";"LINESTRING(52.359502 4.877713,52.360358 4.880902,52.360423 4.881133,52.360861 4.882735)";4.880224;52.3601818
2138;2138;"Pieter Cornelisz. Hooftstraat";"0003";"";"18";"1.8m";"BROM|WINKEL|MEUBEL|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen ongereguleerd - Groen - Straatmeubilair - Winkeluitstalling & reclameborden";5;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881045 52.360285,4.877974 52.359459,4.877779 52.359417)";"LINESTRING(52.360285 4.881045,52.359459 4.877974,52.359417 4.877779)";4.87941195;52.35985185
2139;2139;"Pieter Cornelisz. Hooftstraat";"0004";"";"18";"1.8m";"GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881195 52.360326,4.882802 52.360753)";"LINESTRING(52.360326 4.881195,52.360753 4.882802)";4.88199855;52.3605385
2140;2140;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882802 52.360753,4.882977 52.360801)";"LINESTRING(52.360753 4.882802,52.360801 4.882977)";4.8828895;52.3607769
2141;2141;"Pieter Cornelisz. Hooftstraat";"0005";"";"18";"1.8m";"MEUBEL|GROEN|FIETSONREG";"Geparkeerde fietsen ongereguleerd - Groen - Straatmeubilair";3;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884366 52.361174,4.882977 52.360801)";"LINESTRING(52.361174 4.884366,52.360801 4.882977)";4.8836715;52.3609886
2142;2142;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884296 52.361298,4.884366 52.361174)";"LINESTRING(52.361298 4.884296,52.361174 4.884366)";4.88433095;52.36123655
2143;2143;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884463 52.361429,4.884296 52.361298)";"LINESTRING(52.361429 4.884463,52.361298 4.884296)";4.88437935;52.36136245
2144;2144;"Hobbemastraat";"0001";"";"18";"1.8m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883373 52.360265,4.883629 52.359892,4.883863 52.359568,4.883984 52.359389,4.884065 52.359268)";"LINESTRING(52.360265 4.883373,52.359892 4.883629,52.359568 4.883863,52.359389 4.883984,52.359268 4.884065)";4.883719;52.359766
2145;2145;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883373 52.360265,4.883309 52.36034)";"LINESTRING(52.360265 4.883373,52.36034 4.883309)";4.88334085;52.36030195
2146;2146;"Hobbemastraat";"0002";"";"18";"1.8m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882977 52.360801,4.883309 52.36034)";"LINESTRING(52.360801 4.882977,52.36034 4.883309)";4.88314295;52.3605709
2147;2147;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882977 52.360801,4.882912 52.360909)";"LINESTRING(52.360801 4.882977,52.360909 4.882912)";4.8829446;52.3608551
2148;2148;"Hobbemastraat";"0003";"";"22";"2.2m";"MEUBEL";"Straatmeubilair";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883118 52.360288,4.883113 52.360336,4.882802 52.360753)";"LINESTRING(52.360288 4.883118,52.360336 4.883113,52.360753 4.882802)";4.8829601;52.3605194
2149;2149;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882735 52.360861,4.882802 52.360753)";"LINESTRING(52.360861 4.882735,52.360753 4.882802)";4.8827684;52.3608074
2150;2150;"Paulus Potterstraat";"0001";"";"22";"2.2m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883428 52.359679,4.883125 52.360101,4.883089 52.360171)";"LINESTRING(52.359679 4.883428,52.360101 4.883125,52.360171 4.883089)";4.8832586;52.35992625
2151;2151;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883095 52.360179,4.883118 52.360288)";"LINESTRING(52.360179 4.883095,52.360288 4.883118)";4.8831065;52.3602333
2152;2152;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881045 52.360285,4.881195 52.360326)";"LINESTRING(52.360285 4.881045,52.360326 4.881195)";4.88112;52.3603058
2153;2153;"Honthorststraat";"0001";"";"18";"1.8m";"FIETSREG|BROM|FIETSONREG|PAAL";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Palen en masten";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881369 52.35986,4.881045 52.360285)";"LINESTRING(52.35986 4.881369,52.360285 4.881045)";4.881207;52.3600731
2154;2154;"Honthorststraat";"0002";"";"09";"0.9m";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.881508 52.359902,4.881195 52.360326)";"LINESTRING(52.359902 4.881508,52.360326 4.881195)";4.8813515;52.36011315
2155;2155;"Hobbemastraat";"0004";"";"18";"1.8m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882417 52.361585,4.882912 52.360909)";"LINESTRING(52.361585 4.882417,52.360909 4.882912)";4.8826647;52.3612461
2156;2156;"Hobbemastraat";"0005";"";"18";"1.8m";"WINKEL|PAAL";"Palen en masten - Winkeluitstalling & reclameborden";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882342 52.361395,4.882735 52.360861)";"LINESTRING(52.361395 4.882342,52.360861 4.882735)";4.88253835;52.36112975
2157;2157;"Hobbemastraat";"0006";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882155 52.361576,4.882281 52.361466)";"LINESTRING(52.361576 4.882155,52.361466 4.882281)";4.88221785;52.3615208
2158;2158;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882281 52.361466,4.882342 52.361395)";"LINESTRING(52.361466 4.882281,52.361395 4.882342)";4.88231135;52.36143115
2159;2159;"Paulus Potterstraat";"0002";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882049 52.359183,4.883252 52.359509,4.88337 52.359543,4.883431 52.359608,4.883428 52.359679)";"LINESTRING(52.359183 4.882049,52.359509 4.883252,52.359543 4.88337,52.359608 4.883431,52.359679 4.883428)";4.88274005;52.35943225
2160;2160;"Brandweerbrug";"0001";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd - ";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886479 52.357646,4.886834 52.357624)";"LINESTRING(52.357646 4.886479,52.357624 4.886834)";4.8866565;52.3576355
2161;2161;"Brandweerbrug";"0002";"";"09";"0.9m";"FIETSONREG";"Geparkeerde fietsen ongereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886464 52.357571,4.886832 52.357551)";"LINESTRING(52.357571 4.886464,52.357551 4.886832)";4.88664815;52.3575611
2162;2162;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886996 52.357633,4.886834 52.357624)";"LINESTRING(52.357633 4.886996,52.357624 4.886834)";4.88691495;52.3576279
2163;2163;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886974 52.35753,4.886832 52.357551)";"LINESTRING(52.35753 4.886974,52.357551 4.886832)";4.88690305;52.35754015
2164;2164;"Hobbemakade";"0006";"";"06";"0.6m";"GROEN";"Groen";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886833 52.359973,4.886736 52.359894,4.886621 52.359736,4.88659 52.35955,4.886526 52.358849,4.886508 52.358629,4.886479 52.358253,4.886433 52.357814,4.886427 52.357685,4.886479 52.357646)";"LINESTRING(52.359973 4.886833,52.359894 4.886736,52.359736 4.886621,52.35955 4.88659,52.358849 4.886526,52.358629 4.886508,52.358253 4.886479,52.357814 4.886433,52.357685 4.886427,52.357646 4.886479)";4.88663005;52.3588104
2165;2165;"Hobbemakade";"0007";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886261 52.358854,4.886327 52.359403,4.886353 52.359689,4.886422 52.359826,4.886441 52.359863,4.88658 52.360028)";"LINESTRING(52.358854 4.886261,52.359403 4.886327,52.359689 4.886353,52.359826 4.886422,52.359863 4.886441,52.360028 4.88658)";4.8864205;52.35943985
2166;2166;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886261 52.358854,4.886251 52.358689)";"LINESTRING(52.358854 4.886261,52.358689 4.886251)";4.886256;52.3587704
2167;2167;"Hobbemakade";"0008";"";"18";"1.8m";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886186 52.357848,4.886206 52.357932,4.886243 52.358382,4.886251 52.358689)";"LINESTRING(52.357848 4.886186,52.357932 4.886206,52.358382 4.886243,52.358689 4.886251)";4.88621855;52.35826875
2168;2168;"Honthorststraat";"0003";"";"18";"1.8m";"BROM|PAAL";"Geparkeerde brommers/motoren - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.885422 52.357627,4.886162 52.357544)";"LINESTRING(52.357627 4.885422,52.357544 4.886162)";4.885792;52.3575859
2169;2169;"Honthorststraat";"0004";"";"18";"1.8m";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884503 52.357754,4.885264 52.357647)";"LINESTRING(52.357754 4.884503,52.357647 4.885264)";4.8848834;52.35770035
2170;2170;"Honthorststraat";"0005";"";"18";"1.8m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886174 52.357721,4.884572 52.357953)";"LINESTRING(52.357721 4.886174,52.357953 4.884572)";4.8853731;52.35783575
2171;2171;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.885264 52.357647,4.885422 52.357627)";"LINESTRING(52.357647 4.885264,52.357627 4.885422)";4.88534305;52.3576374
2172;2172;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886186 52.357848,4.886174 52.357721)";"LINESTRING(52.357848 4.886186,52.357721 4.886174)";4.88618015;52.35778425
2173;2173;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886427 52.357685,4.886174 52.357721)";"LINESTRING(52.357685 4.886427,52.357721 4.886174)";4.88630055;52.35770225
2174;2174;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886464 52.357571,4.886162 52.357544)";"LINESTRING(52.357571 4.886464,52.357544 4.886162)";4.88631295;52.35755725
2175;2175;"Honthorststraat";"0006";"";"09";"0.9m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883581 52.357924,4.884173 52.357798)";"LINESTRING(52.357924 4.883581,52.357798 4.884173)";4.88387705;52.35786245
2176;2176;"Honthorststraat";"0007";"";"29";"2.9m";"GEEN";"Geen obstakels";0;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.882003 52.35892,4.882234 52.358687,4.882484 52.358471,4.882963 52.358181,4.88341 52.358011)";"LINESTRING(52.35892 4.882003,52.358687 4.882234,52.358471 4.882484,52.358181 4.882963,52.358011 4.88341)";4.8827064;52.3584652
2177;2177;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884572 52.357953,4.884503 52.357754)";"LINESTRING(52.357953 4.884572,52.357754 4.884503)";4.88453745;52.35785295
2178;2178;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884503 52.357754,4.884173 52.357798)";"LINESTRING(52.357754 4.884503,52.357798 4.884173)";4.8843379;52.35777665
2179;2179;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.88341 52.358011,4.883581 52.357924)";"LINESTRING(52.358011 4.88341,52.357924 4.883581)";4.8834956;52.35796735
2180;2180;"Hobbemastraat";"0007";"";"09";"0.9m";"FIETSREG|BROM|WINKEL|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Winkeluitstalling & reclameborden";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884952 52.358875,4.886251 52.358689)";"LINESTRING(52.358875 4.884952,52.358689 4.886251)";4.88560155;52.35878185
2181;2181;"Hobbemastraat";"0008";"";"29";"2.9m";"BROM";"Geparkeerde brommers/motoren";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884795 52.359066,4.886261 52.358854)";"LINESTRING(52.359066 4.884795,52.358854 4.886261)";4.8855281;52.3589592
2182;2182;"Hobbemastraat";"0009";"";"22";"2.2m";"PAAL";"Palen en masten";1;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.884303 52.359161,4.884795 52.359066)";"LINESTRING(52.359161 4.884303,52.359066 4.884795)";4.88454915;52.3591137
2183;2183;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884303 52.359161,4.884065 52.359268)";"LINESTRING(52.359161 4.884303,52.359268 4.884065)";4.88418415;52.3592148
2184;2184;"Johannes Vermeerstraat";"0003";"";"22";"2.2m";"PAAL";"Palen en masten";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.884572 52.357953,4.884903 52.358855,4.884952 52.358875)";"LINESTRING(52.357953 4.884572,52.358855 4.884903,52.358875 4.884952)";4.88476205;52.3584137
2185;2185;"Museumstraat";"0001";"";"29";"2.9m";"MEUBEL|FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten - Straatmeubilair";3;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.884065 52.359268,4.884134 52.359276,4.885836 52.360509)";"LINESTRING(52.359268 4.884065,52.359276 4.884134,52.360509 4.885836)";4.88495065;52.3598881
2186;2186;"Museumstraat";"0002";"";"36PLUS";"3.6m of breder";"FIETSONREG|PAAL";"Geparkeerde fietsen ongereguleerd - Palen en masten";2;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.885941 52.36043,4.884306 52.359223,4.884303 52.359161)";"LINESTRING(52.36043 4.885941,52.359223 4.884306,52.359161 4.884303)";4.88512205;52.35979655
2187;2187;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886059 52.360681,4.885836 52.360509)";"LINESTRING(52.360681 4.886059,52.360509 4.885836)";4.88594745;52.3605938
2188;2188;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.88622 52.360609,4.885941 52.36043)";"LINESTRING(52.360609 4.88622,52.36043 4.885941)";4.8860805;52.3605194
2189;2189;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886059 52.360681,4.88622 52.360609)";"LINESTRING(52.360681 4.886059,52.360609 4.88622)";4.8861394;52.36064335
2190;2190;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.886833 52.359973,4.88658 52.360028)";"LINESTRING(52.359973 4.886833,52.360028 4.88658)";4.8867066;52.3600006
2191;2191;"Museumplein";"0001";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.884253 52.357929,4.88466 52.359007)";"LINESTRING(52.357929 4.884253,52.359007 4.88466)";4.8844564;52.358469
2192;2192;"Museumplein";"0002";"";"29";"2.9m";"PAAL";"Palen en masten";1;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.882104 52.358968,4.882428 52.358622,4.882791 52.358378,4.883229 52.358148,4.88372 52.358006,4.88402 52.357922,4.884195 52.357913,4.884253 52.357929)";"LINESTRING(52.358968 4.882104,52.358622 4.882428,52.358378 4.882791,52.358148 4.883229,52.358006 4.88372,52.357922 4.88402,52.357913 4.884195,52.357929 4.884253)";4.88317845;52.3584404
2193;2193;"Museumplein";"0003";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"VOETGEENFI";"Voetgangersgebied, fietsen verboden";"LINESTRING(4.883491 52.359304,4.882104 52.358968)";"LINESTRING(52.359304 4.883491,52.358968 4.882104)";4.88279745;52.35913465
2194;2194;"Museumplein";"0004";"";"36PLUS";"3.6m of breder";"PAAL";"Palen en masten";1;"FIETSVOET";"Fietspad en voetpad";"LINESTRING(4.883845 52.359381,4.884048 52.359168,4.884364 52.359058,4.88466 52.359007)";"LINESTRING(52.359381 4.883845,52.359168 4.884048,52.359058 4.884364,52.359007 4.88466)";4.88425235;52.3591957
2195;2195;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.883845 52.359381,4.883491 52.359304)";"LINESTRING(52.359381 4.883845,52.359304 4.883491)";4.88366795;52.35934255
2196;2196;"Museumplein";"0005";"";"18";"1.8m";"FIETSREG";"Geparkeerde fietsen gereguleerd";1;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882907 52.357069,4.883581 52.357924)";"LINESTRING(52.357069 4.882907,52.357924 4.883581)";4.88324405;52.35749625
2197;2197;"Museumplein";"0006";"";"06MIN";"Smaller dan 0.6m";"OVERIG";"Overig";1;"FIETSGEENV";"Fietspad geen voetpad";"LINESTRING(4.881571 52.356125,4.882712 52.356856)";"LINESTRING(52.356125 4.881571,52.356856 4.882712)";4.88214135;52.3564911
2198;2198;"";"";"";"PM";"Nog onbepaald";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.882907 52.357069,4.882712 52.356856)";"LINESTRING(52.357069 4.882907,52.356856 4.882712)";4.8828094;52.3569622
2199;2199;"Concertgebouwplein";"0001";"";"22";"2.2m";"FIETSREG|BROM|GROEN|FIETSONREG";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd - Geparkeerde fietsen ongereguleerd - Groen";4;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.877858 52.355113,4.878384 52.355269,4.878635 52.355412,4.878948 52.355623,4.8792 52.355768,4.879606 52.355882,4.879926 52.355959)";"LINESTRING(52.355113 4.877858,52.355269 4.878384,52.355412 4.878635,52.355623 4.878948,52.355768 4.8792,52.355882 4.879606,52.355959 4.879926)";4.8788922;52.3555374
2200;2200;"Concertgebouwplein";"0002";"";"22";"2.2m";"GEEN";"Geen obstakels";0;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.878212 52.355607,4.878267 52.355472,4.878234 52.35542,4.878111 52.355375,4.877701 52.355286)";"LINESTRING(52.355607 4.878212,52.355472 4.878267,52.35542 4.878234,52.355375 4.878111,52.355286 4.877701)";4.8779838;52.35544585
2201;2201;"Concertgebouwplein";"0003";"";"09";"0.9m";"FIETSREG|BROM";"Geparkeerde brommers/motoren - Geparkeerde fietsen gereguleerd";2;"STANDAARD";"Standaard wegprofiel";"LINESTRING(4.878898 52.355866,4.878442 52.355576)";"LINESTRING(52.355866 4.878898,52.355576 4.878442)";4.87866995;52.35572055
